url,ministry,year,slug,date
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/040523-grande-marlaska-comisaria-interior-ue.aspx,interior,2023,040523-grande-marlaska-comisaria-interior-ue,2023-05-04
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/040923-fallecidos-carreteras-verano.aspx,interior,2023,040923-fallecidos-carreteras-verano,2023-09-04
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/041023-dispositivo-seguridad-cumbre-granada.aspx,interior,2023,041023-dispositivo-seguridad-cumbre-granada,2023-10-04
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/041023-pacto-migracion-asilo-ue.aspx,interior,2023,041023-pacto-migracion-asilo-ue,2023-10-04
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/041223-dispositivo-especial-trafico-puente.aspx,interior,2023,041223-dispositivo-especial-trafico-puente,2023-12-04
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/050723-informe-delitos-odio-2022.aspx,interior,2023,050723-informe-delitos-odio-2022,2023-07-05
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/051023-europol-contenidos-terroristas.aspx,interior,2023,051023-europol-contenidos-terroristas,2023-10-05
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/060323-grande-marlaska-jornadas-mujer-igualdad.aspx,interior,2023,060323-grande-marlaska-jornadas-mujer-igualdad,2023-03-06
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/060623-onu-inaugura-madrid-oficina-terrorismo.aspx,interior,2023,060623-onu-inaugura-madrid-oficina-terrorismo,2023-06-06
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/061123-grande-marlaska-seminario-delitos-odio.aspx,interior,2023,061123-grande-marlaska-seminario-delitos-odio,2023-11-06
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/070323-grande-marlaska-dia-eu-victimas-terrorismo.aspx,interior,2023,070323-grande-marlaska-dia-eu-victimas-terrorismo,2023-03-07
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/080223-grande-marlaska-campana-ciberdelincuencia.aspx,interior,2023,080223-grande-marlaska-campana-ciberdelincuencia,2023-02-08
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/080523-balance-trata-explotacion-seres-humanos.aspx,interior,2023,080523-balance-trata-explotacion-seres-humanos,2023-05-08
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/080523-coordinacion-seguridad-elecciones-28m.aspx,interior,2023,080523-coordinacion-seguridad-elecciones-28m,2023-05-08
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/080623-marlaska-asilo-migracion.aspx,interior,2023,080623-marlaska-asilo-migracion,2023-06-08
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/paginas/2023/081123-marlaska-delito-medioambiental.aspx,interior,2023,081123-marlaska-delito-medioambiental,2023-11-08
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/090123-siniestralidad-vial-2022.aspx,interior,2023,090123-siniestralidad-vial-2022,2023-01-09
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/090223-protocolo-alertas-victimas-violencia-genero.aspx,interior,2023,090223-protocolo-alertas-victimas-violencia-genero,2023-02-09
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/paginas/2023/090623-guia-dudas-elecciones-generales-2023.aspx,interior,2023,090623-guia-dudas-elecciones-generales-2023,2023-06-09
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/091023-marlaska-cooperacion-migratoria.aspx,interior,2023,091023-marlaska-cooperacion-migratoria,2023-10-09
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/paginas/2023/100323-protecciones-temporales-refugiados-ucrania.aspx,interior,2023,100323-protecciones-temporales-refugiados-ucrania,2023-03-10
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/100423-marlaska-consejo-europeo-granada.aspx,interior,2023,100423-marlaska-consejo-europeo-granada,2023-04-10
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/paginas/2023/100723-grande-marlaska-operacion-estrecho.aspx,interior,2023,100723-grande-marlaska-operacion-estrecho,2023-07-10
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/100823-dgt-operacion-especial-15-agosto.aspx,interior,2023,100823-dgt-operacion-especial-15-agosto,2023-08-10
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/101023-dgt-campana-control-distracciones-volante.aspx,interior,2023,101023-dgt-campana-control-distracciones-volante,2023-10-10
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/110523-manual-mesas-elecciones-28m-lectura-facil.aspx,interior,2023,110523-manual-mesas-elecciones-28m-lectura-facil,2023-05-11
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/110723-evaluacion-violencia-genero.aspx,interior,2023,110723-evaluacion-violencia-genero,2023-07-11
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/110923-conferencia-ciberseguridad-ue.aspx,interior,2023,110923-conferencia-ciberseguridad-ue,2023-09-11
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/111023-marlaska-mauritania-cooperacion-migratoria.aspx,interior,2023,111023-marlaska-mauritania-cooperacion-migratoria,2023-10-11
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/111223-controles-alcohol-drogas.aspx,interior,2023,111223-controles-alcohol-drogas,2023-12-11
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/111223-refuerzo-dispositivos-policiales-antiterror.aspx,interior,2023,111223-refuerzo-dispositivos-policiales-antiterror,2023-12-11
https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/interior/Paginas/2023/120523-operacion-paso-estrecho.aspx,interior,2023,120523-operacion-paso-estrecho,2023-05-12
